noise_type,metric_type,target,value,success,param_mean,param_var,param_s_vs_p,param_amount,param_strength,param_power,param_num_threshold,param_len_threshold,param_noise_strength,param_stripe_width,param_direction,param_angle,param_intensity,param_gamma,param_factor,param_slope,param_sun_angle,param_sun_azimuth,param_sun_elevation,param_Minnaert_constant_B,param_Minnaert_constant_G,param_Minnaert_constant_R,param_Minnaert_constant_NIR,param_haze,param_rayleigh
gaussian,rmse,1.0,1.067874852042903,True,0.2800749225264224,1.0096546340523502,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,2.0,2.006372789089512,True,1.939807109045224,1.879125209838539,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,3.0,3.0068704558312853,True,-2.2665565989670005,1.2934742347142905,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,4.0,4.005540189979582,True,4.302493102273688,1.5321300758657126,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,5.0,4.9976978088180735,True,0.5331651134919273,24.95512881093153,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,6.0,5.989021535869831,True,6.167244243884466,3.764699207937815,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,7.0,6.995341340199325,True,4.415092276334365,33.61794721867818,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,8.0,8.000601189594327,True,8.408561670981182,1.5582811918610835,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,9.0,8.999002754627842,True,4.584912747234712,64.46177939900383,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,10.0,10.009660187452818,True,10.14766787208793,7.340489553982356,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,11.0,10.973267062586944,True,-10.227207644543856,5.1838645119508575,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,12.0,11.998914192666708,True,11.539481033456685,22.61906430571697,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,13.0,12.994567322817122,True,13.426292523797642,2.294781943477626,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,14.0,14.00702976664602,True,14.28067111890146,7.023689978890309,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,15.0,14.999213261635344,True,4.898376554910175,208.06981413917188,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,16.0,16.007883712488525,True,-15.289879677982372,6.927052974823764,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,17.0,16.999950820253332,True,7.007180325237328,252.9766286315404,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,18.0,17.990060817240387,True,-17.398142891853546,3.1867210653863225,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,19.0,18.99318716812173,True,19.3011521975007,9.393905623406994,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,20.0,19.9990496727548,True,-17.47229649667647,76.34303433158294,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,21.0,21.00089985569528,True,-13.564946146830806,243.11864371051823,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,22.0,21.992593269828284,True,-11.800525184264824,332.3647788127053,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,23.0,22.993693357845306,True,-21.91879201796675,26.525129198793067,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,24.0,23.997587692037463,True,11.92127578786993,487.6648557047023,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,25.0,24.92884302895684,True,-24.33193322547538,4.651171672209216,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,26.0,26.005091388749378,True,-25.45962313375841,2.298227347460802,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,27.0,27.0601267842257,True,-26.184367957625906,19.992466213472483,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,28.0,28.00806708155886,True,9.264937837684794,788.7575971065629,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,29.0,28.968999253249702,True,-28.1931001913334,16.15772313259639,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,30.0,29.99195539910165,True,30.52018571738326,13.69479370877289,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,31.0,31.004886857287563,True,-30.29116517281071,13.426117986511905,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,32.0,32.00356827153178,True,32.530070614191324,28.523675467830465,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,33.0,33.034069084136966,True,33.85431785439286,4.0913740252152735,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,34.0,34.00794837644672,True,-33.488326614581446,1.2669151263674667,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,35.0,34.994117296937866,True,36.00035574915216,3.757703705810175,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,36.0,35.9927037933947,True,-35.20173485690605,20.72392734734487,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,37.0,37.00705880198952,True,28.20755922989927,951.7961084022348,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,38.0,38.07426371907184,True,-37.53862254649166,2.592990403685221,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,39.0,38.917472460707145,True,-25.984144589437008,830.7369697219199,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,40.0,40.00039623382138,True,-39.295210147130994,15.900316313663144,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,41.0,41.00210020067125,True,43.00570345930706,5.628734403231854,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,42.0,42.06962394375207,True,-40.515331110645455,87.13712647485809,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,43.0,43.00715530359969,True,45.505557843952445,1.0389921433377107,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,44.0,43.99214842129621,True,46.66730054632416,14.201281593691537,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,45.0,45.00098204777401,True,47.79618365724917,43.96973733447278,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,46.0,46.008674135461945,True,-45.32319613826272,16.91645732712752,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,47.0,46.99040561171641,True,49.95960367350914,213.84569239552704,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,48.0,48.02919722377087,True,-47.27242222146016,25.303968514488755,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,49.0,48.99063822785092,True,-30.199603810727904,1547.037057682123,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,50.0,50.00048352325613,True,-46.42401498424157,301.90867640054444,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,51.0,51.06314030482778,True,-46.20014197301754,439.67614410196745,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,52.0,52.00923855949374,True,-49.99433523884012,158.84938955394992,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,53.0,53.0981068835826,True,-42.25276662083862,1053.102788941902,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,54.0,53.998371076151614,True,35.98920044145269,3673.787632647539,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,55.0,55.00988597453771,True,-10.719188436000197,3494.2304975486504,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,56.0,55.99309639157342,True,-46.67559847972633,980.710648798532,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,57.0,57.007881489675775,True,-2.8181579422778187,4201.103617248586,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,58.0,57.99827228910635,True,13.843640216464705,4866.734796327555,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,59.0,59.01675075958445,True,9.30652902006029,4984.405971090854,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,60.0,59.9941619469976,True,44.89073339269177,4966.038771372296,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,61.0,61.02236334681061,True,-35.690994896836564,2739.736337557851,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,62.0,61.9364611823728,True,-13.75508404703231,4579.355270701051,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,63.0,63.00316688611007,True,-10.819982710637923,4992.113539872429,,,,,,,,,,,,,,,,,,,,,,,
gaussian,rmse,64.0,64.07944379824684,True,-44.694491051243794,2375.1239605250203,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,0.0,0.7642377217610677,False,0.48579411539054895,1.0009788366726642,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,1.0,0.9993273417154948,True,0.9501259916710716,1.448995430582458,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,2.0,1.990549723307292,True,1.7474552462217017,4.675886144776073,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,3.0,3.0083325703938804,True,-2.495577563452885,1.9533921064484048,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,4.0,4.005982716878255,True,-3.398612509283557,5.907276164552799,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,5.0,4.99596659342448,True,-2.514516453845947,29.789506655702976,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,6.0,5.9947153727213545,True,0.2127368321142788,56.51888143530028,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,7.0,6.981852213541667,True,7.030392213816665,25.744548829396976,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,8.0,8.076948801676432,True,8.258312752449083,28.42489911278551,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,9.0,8.936536153157553,True,9.456265552729016,4.193655478618557,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,10.0,9.992959340413412,True,10.513876829860534,5.271350184576809,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,11.0,10.991165161132812,True,-10.48699086589742,4.192275877497965,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,12.0,11.999617258707682,True,-2.023896135395624,220.87072668332087,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,13.0,12.994089762369793,True,3.87549093688989,256.865244874368,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,14.0,14.002758026123049,True,-13.505795223667846,6.151240155671522,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,15.0,14.99719492594401,True,-4.793391606384467,326.23064043156035,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,16.0,15.99920399983724,True,16.55983503762942,3.316884695935811,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,17.0,16.99996821085612,True,5.235659979536292,443.83145307446375,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,18.0,17.996756235758465,True,18.570351440623742,3.0019253691258214,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,19.0,19.072072347005207,True,-7.961251788416845,504.3850238288185,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,20.0,20.02110290527344,True,-19.51681108058823,13.45712358847738,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,21.0,21.005991617838543,True,21.354499260833283,151.61924629198143,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,22.0,21.969933827718098,True,14.10571229591984,624.3571760838914,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,23.0,23.003594716389973,True,-22.5002435384512,2.232636958932419,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,24.0,24.05138905843099,True,-23.558968081461312,47.1311807050168,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,25.0,24.99260330200196,True,25.8418680125156,126.15762663671882,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,26.0,25.998961130778,True,-25.500513247981093,1.6020238237332227,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,27.0,27.00515874226888,True,-26.49319470287704,18.256923659333328,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,28.0,28.00515619913737,True,29.15551462112948,151.81096500204671,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,29.0,29.08685302734375,True,-28.588048771010413,3.5301718020935384,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,30.0,30.006685892740887,True,-29.274734613912013,207.20324599833643,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,31.0,31.004645029703777,True,31.91746199765716,16.83322824532073,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,32.0,32.00478744506836,True,-30.81643044341011,343.2285279738029,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,33.0,33.002716064453125,True,34.457359472166345,85.09053239188778,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,34.0,33.99454243977865,True,-33.493919039319245,50.81331808058976,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,35.0,35.071250915527344,True,36.32591917592672,9.714994887545911,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,36.0,35.99878184000651,True,37.60598460995991,40.53332284839129,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,37.0,37.00636672973633,True,-36.505492356888446,7.43632741110288,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,38.0,38.09736760457357,True,-37.59596857373894,56.39909045913851,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,39.0,38.94956588745117,True,-38.30224251651029,303.0999970827606,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,40.0,39.99286524454752,True,43.36402064270349,191.5540831765373,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,41.0,41.00074005126953,True,46.31043935525948,576.2919634834358,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,42.0,42.00847244262695,True,44.97641022286217,47.93374282478744,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,43.0,43.001967112223305,True,49.69309486757577,730.3853074450199,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,44.0,43.99801635742188,True,48.02105946362917,112.02314765101876,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,45.0,44.99332809448242,True,48.61068977067187,1.3710742660112187,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,46.0,45.993455251057945,True,44.59629309665368,3475.508298699106,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,47.0,47.00649388631185,True,37.425140877314014,4369.68400653662,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,48.0,48.00423685709635,True,-47.50347643378133,3.6350790721288,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,49.0,48.99350738525391,True,-46.488740840058085,1131.407836281287,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,50.0,49.97799173990885,True,-49.47927624354522,1.9525918777139528,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,51.0,51.08188629150391,True,-49.86102248541428,895.9144274362777,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,52.0,52.00361251831055,True,-47.70594203962282,1671.0299614977707,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,53.0,53.00702031453451,True,-47.18844271953698,2000.200412311988,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,54.0,53.998512268066406,True,-43.69092424543514,2781.157831356641,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,55.0,55.00579452514648,True,-41.60258200092153,3305.0285568065988,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,56.0,56.02117665608724,True,-37.22688358454764,4094.434092025021,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,57.0,56.98239771525065,True,-43.2364236581665,3598.488091131352,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,58.0,57.99837748209635,True,-45.45249343098798,3554.4161391974453,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,59.0,58.9357172648112,True,-47.47065229668832,3545.044166528557,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,60.0,60.00927988688151,True,-44.47497326332702,4275.098527614194,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,61.0,61.00635019938151,True,-46.7247162411223,4206.194464910207,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,62.0,61.99690119425456,True,-48.09985337093151,4344.58702228809,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,63.0,62.95634206136068,True,-49.88799805708803,4353.614649016505,,,,,,,,,,,,,,,,,,,,,,,
gaussian,mae,64.0,63.99867502848307,True,-48.11532932618951,4991.870429978441,,,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,10.0,9.998519279362297,True,,,0.1602682858698242,0.2636470941120722,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,11.0,11.00261758573515,True,,,0.0953800120143662,0.1951464627006683,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,12.0,11.997474718561143,True,,,0.1102749477170532,0.1532452704164792,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,13.0,12.991095067693903,True,,,0.7821346981776951,0.2488078407983391,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,14.0,13.99155908870418,True,,,0.4312547572813869,0.1240727291090462,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,15.0,15.007292203247946,True,,,0.8519042339268197,0.1711244643131919,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,16.0,16.00557719336065,True,,,0.6990419445893032,0.1053465381796059,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,17.0,16.994216429272136,True,,,0.8210826657569118,0.1002423034303956,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,18.0,18.007405972234586,True,,,0.5502569050939066,0.0546210957536564,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,19.0,19.008547854633903,True,,,0.4203300953423377,0.0376951489548093,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,20.0,19.995559065865848,True,,,0.8844258798502486,0.0542461304271785,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,21.0,20.99274761352627,True,,,0.9142260576329416,0.0457238934098593,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,22.0,22.004050518951672,True,,,0.9717373191299572,0.0399478477221013,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,23.0,22.997195593076675,True,,,0.8965330828408008,0.027428788988576,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,24.0,23.99419619931405,True,,,0.4798401645695358,0.0125587982574292,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,25.0,25.003066794417173,True,,,0.3101206679955343,0.0082985766423938,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,26.0,26.00461083432633,True,,,0.8719100769443,0.013029246285818,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,27.0,26.954670888235785,True,,,0.9254655245961722,0.0116626132797233,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,28.0,27.958379026801275,True,,,0.7284872502007402,0.006730959953584,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,29.0,29.032466535197266,True,,,0.9126109720166892,0.0072969987074504,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,30.0,30.01129773349276,True,,,0.9997294551482668,0.0065988795197183,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,31.0,31.02997504754411,False,,,0.06634300132341597,0.001738848029854548,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,32.0,31.571057476321048,False,,,0.485133360838616,0.002156824005855035,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,33.0,32.98689261500813,True,,,0.1078666670219143,0.0011080768720738,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,34.0,34.04124962022183,False,,,0.830330156201429,0.0019037282750664474,,,,,,,,,,,,,,,,,,,,,
salt_pepper,psnr,35.0,34.91288337198631,True,,,0.6910283112738096,0.0013336430510425,,,,,,,,,,,,,,,,,,,,,
